Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2077",,,"PATRIC.313590.8.CP009301.CDS.2291168.2292274.rev","PATRIC","CDS",2291168,2292274,1107,"-","FIG00000895","PLF_326319_00000375","PGF_04306800",,368,,"Alanine dehydrogenase (EC 1.4.1.1)","GO:0000286|alanine dehydrogenase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2078",,,"PATRIC.313590.8.CP009301.CDS.2292400.2292669.rev","PATRIC","CDS",2292400,2292669,270,"-","FIG00638284","PLF_326319_00002217","PGF_12730372",,89,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2079",,,"PATRIC.313590.8.CP009301.CDS.2292726.2295605.rev","PATRIC","CDS",2292726,2295605,2880,"-","FIG00000114","PLF_326319_00000402","PGF_06812369",,959,,"Leucyl-tRNA synthetase (EC 6.1.1.4)","GO:0004823|leucine-tRNA ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.206",,,"PATRIC.313590.8.CP009301.CDS.229544.230203.fwd","PATRIC","CDS",229544,230203,660,"+","FIG00638284","PLF_326319_00001793","PGF_01526576",,219,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2080",,,"PATRIC.313590.8.CP009301.CDS.2295746.2296393.rev","PATRIC","CDS",2295746,2296393,648,"-","FIG00896555","PLF_326319_00001380","PGF_00051909",,215,,"Siderophore (Surfactin) biosynthesis regulatory protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2081",,,"PATRIC.313590.8.CP009301.CDS.2296466.2297782.fwd","PATRIC","CDS",2296466,2297782,1317,"+","FIG00000858","PLF_326319_00000368","PGF_02064356",,438,,"Adenosylhomocysteinase (EC 3.3.1.1)","GO:0004013|adenosylhomocysteinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2082",,,"PATRIC.313590.8.CP009301.CDS.2297924.2298427.fwd","PATRIC","CDS",2297924,2298427,504,"+","FIG00638284","PLF_326319_00002603","PGF_08225224",,167,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2083",,,"PATRIC.313590.8.CP009301.CDS.2298503.2299381.rev","PATRIC","CDS",2298503,2299381,879,"-","FIG00638284","PLF_326319_00001884","PGF_01526618",,292,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2084",,,"PATRIC.313590.8.CP009301.CDS.2299433.2299777.fwd","PATRIC","CDS",2299433,2299777,345,"+","FIG00638284","PLF_326319_00001885","PGF_08225224",,114,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2085",,,"PATRIC.313590.8.CP009301.CDS.2299857.2300327.rev","PATRIC","CDS",2299857,2300327,471,"-","FIG01956023","PLF_326319_00001515","PGF_01424767",,156,,"Transcriptional regulator, AsnC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2086",,,"PATRIC.313590.8.CP009301.CDS.2300425.2301795.rev","PATRIC","CDS",2300425,2301795,1371,"-","FIG00090418","PLF_326319_00001350","PGF_00050006",,456,,"Saccharopine dehydrogenase [NADP, L-glutamate-forming] (EC 1.5.1.10)","GO:0004755|saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2087",,,"PATRIC.313590.8.CP009301.CDS.2301876.2302256.fwd","PATRIC","CDS",2301876,2302256,381,"+","FIG00018398","PLF_326319_00000609","PGF_03038852",,126,,"FIG00018398: hypothetical regulator",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2088",,,"PATRIC.313590.8.CP009301.CDS.2302331.2303944.fwd","PATRIC","CDS",2302331,2303944,1614,"+","FIG00000834","PLF_326319_00000787","PGF_02947204",,537,,"Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)","GO:0004612|phosphoenolpyruvate carboxykinase (ATP) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.207",,,"PATRIC.313590.8.CP009301.CDS.230278.231039.rev","PATRIC","CDS",230278,231039,762,"-","FIG00493194","PLF_326319_00000608","PGF_00414946",,253,,"CDP-alcohol phosphatidyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2089",,,"PATRIC.313590.8.CP009301.CDS.2304057.2304941.rev","PATRIC","CDS",2304057,2304941,885,"-","FIG00846773","PLF_326319_00000774","PGF_07201805",,294,,"Permease of the drug/metabolite transporter (DMT) superfamily","GO:0016020|membrane"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2090",,,"PATRIC.313590.8.CP009301.CDS.2305020.2305583.rev","PATRIC","CDS",2305020,2305583,564,"-","FIG00089163","PLF_326319_00000333","PGF_00007608",,187,,"GldD",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2091",,,"PATRIC.313590.8.CP009301.CDS.2305580.2306902.rev","PATRIC","CDS",2305580,2306902,1323,"-","FIG00936959","PLF_326319_00001305","PGF_02818638",,440,,"Hemolysins and related proteins containing CBS domains",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2092",,,"PATRIC.313590.8.CP009301.CDS.2306925.2307413.rev","PATRIC","CDS",2306925,2307413,489,"-","FIG00077620","PLF_326319_00001389","PGF_02142873",,162,,"Single-stranded DNA-binding protein","GO:0003697|single-stranded DNA binding"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2093",,,"PATRIC.313590.8.CP009301.CDS.2307626.2307964.rev","PATRIC","CDS",2307626,2307964,339,"-","FIG00638284","PLF_326319_00002653","PGF_01526902",,112,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2094",,,"PATRIC.313590.8.CP009301.CDS.2308185.2309057.fwd","PATRIC","CDS",2308185,2309057,873,"+","FIG00510130","PLF_326319_00001509","PGF_01671660",,290,,"Transcriptional regulator, AraC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2095",,,"PATRIC.313590.8.CP009301.CDS.2309049.2310098.rev","PATRIC","CDS",2309049,2310098,1050,"-","FIG00000395","PLF_326319_00000196","PGF_02617708",,349,,"A/G-specific adenine glycosylase (EC 3.2.2.-)","GO:0000701|purine-specific mismatch base pair DNA N-glycosylase activity;GO:0000701|uracil DNA N-glycosylase activity;GO:0000701|single-strand selective uracil DNA N-glycosylase activity;GO:0000701|DNA N-glycosylase activity;GO:0000701|DNA-3-methylbase glycosylase activity;GO:0000701|nicotinamide riboside hydrolase activity;GO:0000701|nicotinic acid riboside hydrolase activity;GO:0000701|deoxyribonucleoside 5'-monophosphate N-glycosidase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2096",,,"PATRIC.313590.8.CP009301.CDS.2310312.2310518.fwd","PATRIC","CDS",2310312,2310518,207,"+",,"PLF_326319_00003621","PGF_01527471",,68,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2097",,,"PATRIC.313590.8.CP009301.CDS.2310848.2312398.fwd","PATRIC","CDS",2310848,2312398,1551,"+","FIG00059426","PLF_326319_00000235","PGF_01089656",,516,,"Ribonuclease G",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.208",,,"PATRIC.313590.8.CP009301.CDS.231153.232133.rev","PATRIC","CDS",231153,232133,981,"-","FIG00638284","PLF_326319_00001792","PGF_10602273",,326,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2098",,,"PATRIC.313590.8.CP009301.CDS.2312485.2312964.fwd","PATRIC","CDS",2312485,2312964,480,"+","FIG00004099","PLF_326319_00000913","PGF_09027360",,159,,"Regulatory protein RecX",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2099",,,"PATRIC.313590.8.CP009301.CDS.2312965.2313774.rev","PATRIC","CDS",2312965,2313774,810,"-","FIG00638284","PLF_326319_00002843","PGF_01527020",,269,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2100",,,"PATRIC.313590.8.CP009301.CDS.2313861.2313995.fwd","PATRIC","CDS",2313861,2313995,135,"+",,"PLF_326319_00000017","PGF_02962668",,44,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2101",,,"PATRIC.313590.8.CP009301.CDS.2313992.2314483.rev","PATRIC","CDS",2313992,2314483,492,"-","FIG01307599","PLF_326319_00000614","PGF_01527719",,163,,"Multi-sensor hybrid histidine kinase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2102",,,"PATRIC.313590.8.CP009301.CDS.2314552.2316810.rev","PATRIC","CDS",2314552,2316810,2259,"-","FIG00120101","PLF_326319_00002430","PGF_07657011",,752,,"TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2103",,,"PATRIC.313590.8.CP009301.CDS.2316912.2317565.fwd","PATRIC","CDS",2316912,2317565,654,"+","FIG00634996","PLF_326319_00001045","PGF_00021968",,217,,"Mn-dependent transcriptional regulator MntR","GO:0003700|transcription factor activity;GO:0005506|iron ion binding"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2104",,,"PATRIC.313590.8.CP009301.CDS.2317581.2318498.fwd","PATRIC","CDS",2317581,2318498,918,"+","FIG00627311","PLF_326319_00000448","PGF_00019217",,305,,"Manganese ABC transporter, periplasmic-binding protein SitA","GO:0005488|binding"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2105",,,"PATRIC.313590.8.CP009301.CDS.2318503.2319243.fwd","PATRIC","CDS",2318503,2319243,741,"+","FIG01322879","PLF_326319_00000445","PGF_10335063",,246,,"Manganese ABC transporter, ATP-binding protein SitB","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2106",,,"PATRIC.313590.8.CP009301.CDS.2319562.2320674.fwd","PATRIC","CDS",2319562,2320674,1113,"+","FIG00905727","PLF_326319_00000446","PGF_06319722",,370,,"Manganese ABC transporter, inner membrane permease protein SitC",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2107",,,"PATRIC.313590.8.CP009301.CDS.2320674.2321831.fwd","PATRIC","CDS",2320674,2321831,1158,"+","FIG01046910","PLF_326319_00000447","PGF_04132127",,385,,"Manganese ABC transporter, inner membrane permease protein SitD","GO:0005524|ATP binding;GO:0006810|transport;GO:0016020|membrane"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2108",,,"PATRIC.313590.8.CP009301.CDS.2321912.2322316.fwd","PATRIC","CDS",2321912,2322316,405,"+",,"PLF_326319_00001676","PGF_01526533",,134,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2109",,,"PATRIC.313590.8.CP009301.CDS.2322313.2322453.rev","PATRIC","CDS",2322313,2322453,141,"-",,"PLF_326319_00002788","PGF_01526976",,46,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2110",,,"PATRIC.313590.8.CP009301.CDS.2322490.2324616.rev","PATRIC","CDS",2322490,2324616,2127,"-","FIG00014199","PLF_326319_00000077","PGF_01467683",,708,,"Ferrous iron transporter FeoB",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.209",,,"PATRIC.313590.8.CP009301.CDS.232321.233022.rev","PATRIC","CDS",232321,233022,702,"-","FIG00000248","PLF_326319_00000220","PGF_10233208",,233,,"16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2111",,,"PATRIC.313590.8.CP009301.CDS.2324621.2324851.rev","PATRIC","CDS",2324621,2324851,231,"-","FIG01018882","PLF_326319_00006782","PGF_12785307",,76,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2112",,,"PATRIC.313590.8.CP009301.CDS.2324925.2325629.rev","PATRIC","CDS",2324925,2325629,705,"-","FIG01346070","PLF_326319_00000222","PGF_08090639",,234,,"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2113",,,"PATRIC.313590.8.CP009301.CDS.2325774.2327081.fwd","PATRIC","CDS",2325774,2327081,1308,"+",,"PLF_326319_00000335","PGF_03752718",,435,,"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2114",,,"PATRIC.313590.8.CP009301.CDS.2327797.2341584.fwd","PATRIC","CDS",2327797,2341584,13788,"+","FIG01955942","PLF_326319_00000030","PGF_01534078",,4595,,"Murein endolytic transglycosylase MltG",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.210",,,"PATRIC.313590.8.CP009301.CDS.233025.234065.rev","PATRIC","CDS",233025,234065,1041,"-",,"PLF_326319_00000622","PGF_07915158",,346,,"N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.211",,,"PATRIC.313590.8.CP009301.CDS.234150.238547.fwd","PATRIC","CDS",234150,238547,4398,"+","FIG00552837","PLF_326319_00001147","PGF_00426644",,1465,,"FIG00552849: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2115",,,"PATRIC.313590.8.CP009301.CDS.2341642.2342583.fwd","PATRIC","CDS",2341642,2342583,942,"+","FIG00650585","PLF_326319_00000183","PGF_00427189",,313,,"FIG00650586: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2116",,,"PATRIC.313590.8.CP009301.CDS.2342617.2344569.fwd","PATRIC","CDS",2342617,2344569,1953,"+","FIG00552544","PLF_326319_00000719","PGF_05667359",,650,,"Outer membrane lipoprotein omp16 precursor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2117",,,"PATRIC.313590.8.CP009301.CDS.2344662.2345180.rev","PATRIC","CDS",2344662,2345180,519,"-","FIG01314885","PLF_326319_00002617","PGF_00404367",,172,,"probable membrane protein NMA1128",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2118",,,"PATRIC.313590.8.CP009301.CDS.2345314.2345673.fwd","PATRIC","CDS",2345314,2345673,360,"+","FIG01317294","PLF_326319_00001527","PGF_06973251",,119,,"Transcriptional regulator, MecI family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2119",,,"PATRIC.313590.8.CP009301.CDS.2345676.2347277.fwd","PATRIC","CDS",2345676,2347277,1602,"+","FIG00029463","PLF_326319_00000005","PGF_00047436",,533,,"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2120",,,"PATRIC.313590.8.CP009301.CDS.2347309.2348757.fwd","PATRIC","CDS",2347309,2348757,1449,"+","FIG00029463","PLF_326319_00000005","PGF_00047436",,482,,"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.21",,,"PATRIC.313590.8.CP009301.CDS.23477.24778.rev","PATRIC","CDS",23477,24778,1302,"-","FIG00000134","PLF_326319_00001468","PGF_03316046",,433,,"Threonine synthase (EC 4.2.3.1)","GO:0004795|threonine synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2121",,,"PATRIC.313590.8.CP009301.CDS.2348827.2349963.fwd","PATRIC","CDS",2348827,2349963,1137,"+","FIG01233114","PLF_326319_00001441","PGF_00055647",,378,,"TPR-domain-containing protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2122",,,"PATRIC.313590.8.CP009301.CDS.2350018.2350509.fwd","PATRIC","CDS",2350018,2350509,492,"+","FIG00651837","PLF_326319_00001677","PGF_01526534",,163,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2123",,,"PATRIC.313590.8.CP009301.CDS.2350527.2351663.rev","PATRIC","CDS",2350527,2351663,1137,"-","FIG01330063","PLF_326319_00000627","PGF_00023813",,378,,"N-acetylglucosaminyltransferase (EC 2.4.1.-)","GO:0000009|alpha-1,6-mannosyltransferase activity;GO:0000009|alpha-1,2-mannosyltransferase activity;GO:0000009|mannosyltransferase activity;GO:0000009|alpha-1,3-mannosyltransferase activity;GO:0000009|alpha-1,3-galactosyltransferase activity;GO:0000009|UDP-glucose:glycoprotein glucosyltransferase activity;GO:0000009|glycolipid mannosyltransferase activity;GO:0000009|oligosaccharyl transferase activity;GO:0000009|dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity;GO:0000009|acetylglucosaminyltransferase activity;GO:0000009|acetylgalactosaminyltransferase activity;GO:0000009|galactosyltransferase activity;GO:0000009|fucosyltransferase activity;GO:0000009|O antigen polymerase activity;GO:0000009|lipopolysaccharide-1,6-galactosyltransferase activity;GO:0000009|cellulose synthase activity;GO:0000009|9-phenanthrol UDP-glucuronosyltransferase activity;GO:0000009|1-phenanthrol glycosyltransferase activity;GO:0000009|9-phenanthrol glycosyltransferase activity;GO:0000009|1,2-dihydroxy-phenanthrene glycosyltransferase activity;GO:0000009|phenanthrol glycosyltransferase activity;GO:0000009|beta-1,4-mannosyltransferase activity;GO:0000009|alpha-1,2-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|lipopolysaccharide-1,5-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|inositol phosphoceramide synthase activity;GO:0000009|glucosyltransferase activity;GO:0000009|alpha-(1->3)-fucosyltransferase activity;GO:0000009|alpha-(1->6)-fucosyltransferase activity;GO:0000009|indole-3-butyrate beta-glucosyltransferase activity;GO:0000009|salicylic acid glucosyltransferase (ester-forming) activity;GO:0000009|salicylic acid glucosyltransferase (glucoside-forming) activity;GO:0000009|benzoic acid glucosyltransferase activity;GO:0000009|chondroitin hydrolase activity;GO:0000009|dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity;GO:0000009|cytokinin 9-beta-glucosyltransferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2124",,,"PATRIC.313590.8.CP009301.CDS.2351663.2352625.rev","PATRIC","CDS",2351663,2352625,963,"-","FIG00650173","PLF_326319_00001887","PGF_01526620",,320,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2125",,,"PATRIC.313590.8.CP009301.CDS.2352669.2353223.fwd","PATRIC","CDS",2352669,2353223,555,"+","FIG00095112","PLF_326319_00000158","PGF_00419702",,184,,"Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)","GO:0008821|crossover junction endodeoxyribonuclease activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2126",,,"PATRIC.313590.8.CP009301.CDS.2353333.2354373.fwd","PATRIC","CDS",2353333,2354373,1041,"+","FIG00105365","PLF_326319_00001336","PGF_04991657",,346,,"Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2127",,,"PATRIC.313590.8.CP009301.CDS.2354417.2355175.fwd","PATRIC","CDS",2354417,2355175,759,"+","FIG00649656","PLF_326319_00000637","PGF_00024207",,252,,"N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9)","GO:0004061|arylformamidase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2128",,,"PATRIC.313590.8.CP009301.CDS.2355175.2355489.fwd","PATRIC","CDS",2355175,2355489,315,"+","FIG00638284","PLF_326319_00001888","PGF_06185381",,104,,"Uncharacterized protein YqjZ",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2129",,,"PATRIC.313590.8.CP009301.CDS.2355497.2355979.rev","PATRIC","CDS",2355497,2355979,483,"-","FIG00638284","PLF_326319_00002338","PGF_00000154",,160,,"FIG00693872: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2130",,,"PATRIC.313590.8.CP009301.CDS.2355981.2356448.rev","PATRIC","CDS",2355981,2356448,468,"-","FIG00638284","PLF_326319_00002177","PGF_08225224",,155,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2131",,,"PATRIC.313590.8.CP009301.CDS.2356472.2356849.rev","PATRIC","CDS",2356472,2356849,378,"-","FIG01659970","PLF_326319_00001290","PGF_00010155",,125,,"Glyoxalase/dioxygenase superfamily protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2132",,,"PATRIC.313590.8.CP009301.CDS.2356855.2357145.rev","PATRIC","CDS",2356855,2357145,291,"-",,"PLF_326319_00002635","PGF_01526892",,96,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2133",,,"PATRIC.313590.8.CP009301.CDS.2357207.2357929.rev","PATRIC","CDS",2357207,2357929,723,"-","FIG00638284","PLF_326319_00001858","PGF_08225224",,240,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2134",,,"PATRIC.313590.8.CP009301.CDS.2357933.2359045.fwd","PATRIC","CDS",2357933,2359045,1113,"+","FIG00023943","PLF_326319_00000096","PGF_03787622",,370,,"DNA polymerase IV (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2135",,,"PATRIC.313590.8.CP009301.CDS.2359042.2359476.rev","PATRIC","CDS",2359042,2359476,435,"-","FIG00000376","PLF_326319_00000301","PGF_00423794",,144,,"Domain of unknown function DUF4440",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2136",,,"PATRIC.313590.8.CP009301.CDS.2359529.2360632.rev","PATRIC","CDS",2359529,2360632,1104,"-","FIG00638284","PLF_326319_00001809","PGF_08225224",,367,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2137",,,"PATRIC.313590.8.CP009301.CDS.2360847.2362118.rev","PATRIC","CDS",2360847,2362118,1272,"-","FIG01594639","PLF_326319_00001396","PGF_03201988",,423,,"Small-conductance mechanosensitive channel",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2138",,,"PATRIC.313590.8.CP009301.CDS.2362200.2364980.rev","PATRIC","CDS",2362200,2364980,2781,"-","FIG00029463","PLF_326319_00000959","PGF_00047436",,926,,"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2139",,,"PATRIC.313590.8.CP009301.CDS.2364977.2365318.rev","PATRIC","CDS",2364977,2365318,342,"-","FIG01317294","PLF_326319_00001528","PGF_06973251",,113,,"Transcriptional regulator, MecI family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2140",,,"PATRIC.313590.8.CP009301.CDS.2365612.2367000.rev","PATRIC","CDS",2365612,2367000,1389,"-","FIG00001384","PLF_326319_00000581","PGF_12811849",,462,,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2141",,,"PATRIC.313590.8.CP009301.CDS.2367479.2368153.rev","PATRIC","CDS",2367479,2368153,675,"-",,"PLF_326319_00000564","PGF_00730641",,224,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)","GO:0008700|4-hydroxy-2-oxoglutarate aldolase activity;GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2142",,,"PATRIC.313590.8.CP009301.CDS.2368156.2369178.rev","PATRIC","CDS",2368156,2369178,1023,"-","FIG00133209","PLF_326319_00000557","PGF_05097244",,340,,"2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)","GO:0008673|2-dehydro-3-deoxygluconokinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2143",,,"PATRIC.313590.8.CP009301.CDS.2369186.2369950.rev","PATRIC","CDS",2369186,2369950,765,"-","FIG01005754","PLF_326319_00000346","PGF_10532194",,254,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2144",,,"PATRIC.313590.8.CP009301.CDS.2369965.2371236.rev","PATRIC","CDS",2369965,2371236,1272,"-","FIG01715955","PLF_326319_00000841","PGF_00035984",,423,,"Predicted mannuronate transporter",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2145",,,"PATRIC.313590.8.CP009301.CDS.2371373.2372074.rev","PATRIC","CDS",2371373,2372074,702,"-","FIG00621925","PLF_326319_00001520","PGF_06916656",,233,,"Transcriptional regulator, GntR family","GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0005622|intracellular;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0009058|biosynthetic process;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2146",,,"PATRIC.313590.8.CP009301.CDS.2372146.2373051.rev","PATRIC","CDS",2372146,2373051,906,"-","FIG00135154","PLF_326319_00002411","PGF_00039509",,301,,"Alginate lyase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2147",,,"PATRIC.313590.8.CP009301.CDS.2373060.2373896.rev","PATRIC","CDS",2373060,2373896,837,"-","FIG00693252","PLF_326319_00001429","PGF_01526515",,278,,"Surface antigen",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2148",,,"PATRIC.313590.8.CP009301.CDS.2373914.2375377.rev","PATRIC","CDS",2373914,2375377,1464,"-","FIG00005860","PLF_326319_00000901","PGF_04922998",,487,,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2149",,,"PATRIC.313590.8.CP009301.CDS.2375389.2378457.rev","PATRIC","CDS",2375389,2378457,3069,"-","FIG01260980","PLF_326319_00001478","PGF_02755714",,1022,,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2150",,,"PATRIC.313590.8.CP009301.CDS.2378723.2379070.rev","PATRIC","CDS",2378723,2379070,348,"-","FIG00091347","PLF_326319_00000746","PGF_00030148",,115,,"Pectin degradation protein KdgF",
