Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.122,MED134_08021,VBIDokDon50125_0122,,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)",PATRIC,"Biotin metabolism","Adenosylmethionine--8-amino-7-oxononanoate transaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2197,MED134_03884,VBIDokDon50125_2197,,"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)",PATRIC,"One carbon pool by folate","Methylenetetrahydrofolate dehydrogenase (NADP(+))"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1725,MED134_01450,VBIDokDon50125_1725,,"Valyl-tRNA synthetase (EC 6.1.1.9)",PATRIC,"Aminoacyl-tRNA biosynthesis","Valine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.933,MED134_12211,VBIDokDon50125_0933,,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)",PATRIC,"Peptidoglycan biosynthesis","Serine-type D-Ala-D-Ala carboxypeptidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.133,MED134_08081,VBIDokDon50125_0133,,"Pantoate--beta-alanine ligase (EC 6.3.2.1)",PATRIC,"Pantothenate and CoA biosynthesis","Pantoate--beta-alanine ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1225,MED134_13726,VBIDokDon50125_1225,,"Triosephosphate isomerase (EC 5.3.1.1)",PATRIC,"Fructose and mannose metabolism","Triose-phosphate isomerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2617,MED134_06024,VBIDokDon50125_2617,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Streptomycin biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1359,MED134_14411,VBIDokDon50125_1359,,"Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain",PATRIC,"Drug metabolism - other enzymes","IMP dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1769,MED134_01685,VBIDokDon50125_1769,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) / Chorismate mutase I (EC 5.4.99.5)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-deoxy-7-phosphoheptulonate synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.269,MED134_08826,VBIDokDon50125_0269,,"Porphobilinogen synthase (EC 4.2.1.24)",PATRIC,"Porphyrin and chlorophyll metabolism","Porphobilinogen synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.149,MED134_08166,VBIDokDon50125_0149,,"Aliphatic amidase AmiE (EC 3.5.1.4)",PATRIC,"Phenylalanine metabolism","Amidase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2304,MED134_04434,VBIDokDon50125_2304,,"Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)",PATRIC,"Histidine metabolism","Phosphoribosyl-ATP diphosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2270,MED134_04259,VBIDokDon50125_2270,,"Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)",PATRIC,"Aminoacyl-tRNA biosynthesis","Phenylalanine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1580,MED134_00720,VBIDokDon50125_1580,,"Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)",PATRIC,"Folate biosynthesis","6,7-dihydropteridine reductase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2623,MED134_06054,VBIDokDon50125_2623,,"3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-manno-octulosonate cytidylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.350,MED134_09251,VBIDokDon50125_0350,,"Glutaminyl-tRNA synthetase (EC 6.1.1.18)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glutamine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2690,MED134_06414,VBIDokDon50125_2690,,"Aspartate carbamoyltransferase (EC 2.1.3.2)",PATRIC,"Pyrimidine metabolism","Aspartate carbamoyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2353,MED134_04684,VBIDokDon50125_2353,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",PATRIC,"Valine, leucine and isoleucine degradation","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1837,MED134_02050,VBIDokDon50125_1837,,"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)",PATRIC,"Riboflavin metabolism","Diaminohydroxyphosphoribosylaminopyrimidine deaminase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1220,MED134_13701,VBIDokDon50125_1220,,"Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)",PATRIC,"Propanoate metabolism","Succinate--CoA ligase (ADP-forming)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2613,MED134_06004,VBIDokDon50125_2613,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Biosynthesis of vancomycin group antibiotics","dTDP-glucose 4,6-dehydratase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.281,MED134_08886,VBIDokDon50125_0281,,"Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)",PATRIC,"Butanoate metabolism","3-oxoacid CoA-transferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.866,MED134_11881,VBIDokDon50125_0866,,"N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)",PATRIC,"Amino sugar and nucleotide sugar metabolism","N-acetylmuramic acid 6-phosphate etherase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1022,MED134_12681,VBIDokDon50125_1022,,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",PATRIC,"Toluene and xylene degradation","In ketonic substances."
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.84,MED134_07826,VBIDokDon50125_0084,,"Homogentisate 1,2-dioxygenase (EC 1.13.11.5)",PATRIC,"Styrene degradation","Homogentisate 1,2-dioxygenase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.903,MED134_12061,VBIDokDon50125_0903,,"Cytidine deaminase (EC 3.5.4.5)",PATRIC,"Pyrimidine metabolism","Cytidine deaminase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.374,MED134_09371,VBIDokDon50125_0374,,"GDP-L-fucose synthetase (EC 1.1.1.271)",PATRIC,"Fructose and mannose metabolism","GDP-L-fucose synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.697,MED134_11025,VBIDokDon50125_0697,,"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily",PATRIC,"Thiamine metabolism","Cysteine desulfurase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1484,MED134_00245,VBIDokDon50125_1484,,"5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), N-terminal domain",PATRIC,"Cysteine and methionine metabolism","Methionine synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1049,MED134_12816,VBIDokDon50125_1049,,"Cysteine synthase (EC 2.5.1.47)",PATRIC,"Sulfur metabolism","Cysteine synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2036,MED134_03060,VBIDokDon50125_2036,,"Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Shikimate dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2121,MED134_03489,VBIDokDon50125_2121,,"Glutamine synthetase type III, GlnN (EC 6.3.1.2)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glutamate--ammonia ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.619,MED134_10620,VBIDokDon50125_0619,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)",PATRIC,"Arginine and proline metabolism","2-dehydro-3-deoxy-phosphogluconate aldolase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.261,MED134_08786,VBIDokDon50125_0261,,"Porphobilinogen deaminase (EC 2.5.1.61)",PATRIC,"Porphyrin and chlorophyll metabolism","Hydroxymethylbilane synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2023,MED134_02995,VBIDokDon50125_2023,,"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)",PATRIC,"Pyrimidine metabolism","ATP diphosphatase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.267,MED134_08816,VBIDokDon50125_0267,,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen oxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.687,MED134_10970,VBIDokDon50125_0687,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Pyrimidine metabolism","Thioredoxin-disulfide reductase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1861,MED134_02170,VBIDokDon50125_1861,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2175,MED134_03774,VBIDokDon50125_2175,,"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) homolog",PATRIC,"Lipopolysaccharide biosynthesis","UDP-2,3-diacylglucosamine diphosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1606,MED134_00850,VBIDokDon50125_1606,,"Mevalonate kinase (EC 2.7.1.36)",PATRIC,"Terpenoid backbone biosynthesis","Mevalonate kinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2019,MED134_02975,VBIDokDon50125_2019,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",PATRIC,"Lysine biosynthesis","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1123,MED134_13211,VBIDokDon50125_1123,,"Tryptophan synthase alpha chain (EC 4.2.1.20)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Tryptophan synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.538,MED134_10191,VBIDokDon50125_0538,,"Ribosylnicotinamide kinase (EC 2.7.1.22)",PATRIC,"Nicotinate and nicotinamide metabolism","Ribosylnicotinamide kinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.253,MED134_08746,VBIDokDon50125_0253,,"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)",PATRIC,"Bisphenol A degradation","Acting on the CH-CH group of donors."
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.904,MED134_12066,VBIDokDon50125_0904,,"Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)",PATRIC,"Butanoate metabolism","Pyruvate dehydrogenase (acetyl-transferring)"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.754,MED134_11311,VBIDokDon50125_0754,,"Mannose-6-phosphate isomerase (EC 5.3.1.8)",PATRIC,"Fructose and mannose metabolism","Mannose-6-phosphate isomerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1562,MED134_00630,VBIDokDon50125_1562,,"4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)",PATRIC,"Vitamin B6 metabolism","4-hydroxythreonine-4-phosphate dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1486,MED134_00255,VBIDokDon50125_1486,,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",PATRIC,"One carbon pool by folate","Methylenetetrahydrofolate reductase (NAD(P)H)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2879,MED134_07364,VBIDokDon50125_2879,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2714,MED134_06534,VBIDokDon50125_2714,,"Aconitate hydratase (EC 4.2.1.3)",PATRIC,"Citrate cycle (TCA cycle)","Aconitate hydratase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.928,MED134_12186,VBIDokDon50125_0928,,"N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)",PATRIC,"Purine metabolism","5-(carboxyamino)imidazole ribonucleotide synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2323,MED134_04529,VBIDokDon50125_2323,,"Gluconokinase (EC 2.7.1.12)",PATRIC,"Pentose phosphate pathway","Gluconokinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1449,MED134_00070,VBIDokDon50125_1449,,"Cysteine desulfurase (EC 2.8.1.7)",PATRIC,"Thiamine metabolism","Cysteine desulfurase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2865,MED134_07289,VBIDokDon50125_2865,,"Threonine synthase (EC 4.2.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Threonine synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1447,MED134_00060,VBIDokDon50125_1447,,"Dihydrofolate reductase (EC 1.5.1.3)",PATRIC,"Folate biosynthesis","Dihydrofolate reductase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.673,MED134_10890,VBIDokDon50125_0673,,"Dihydroorotase (EC 3.5.2.3)",PATRIC,"Pyrimidine metabolism","Dihydroorotase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2395,MED134_04889,VBIDokDon50125_2395,,"Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)",PATRIC,"Histidine metabolism","Imidazoleglycerol-phosphate dehydratase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.914,MED134_12116,VBIDokDon50125_0914,,"Alkaline phosphatase (EC 3.1.3.1)",PATRIC,"Folate biosynthesis","Alkaline phosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2653,MED134_06214,VBIDokDon50125_2653,,"Phosphoenolpyruvate synthase (EC 2.7.9.2)",PATRIC,"Methane metabolism","Pyruvate, water dikinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1125,MED134_13221,VBIDokDon50125_1125,,"Phosphoribosylanthranilate isomerase (EC 5.3.1.24)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phosphoribosylanthranilate isomerase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1323,MED134_14226,VBIDokDon50125_1323,,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",PATRIC,"Glutathione metabolism","Phosphogluconate dehydrogenase (decarboxylating)"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.727,MED134_11160,VBIDokDon50125_0727,,"Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)",PATRIC,"Citrate cycle (TCA cycle)","Succinate dehydrogenase (quinone)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1859,MED134_02160,VBIDokDon50125_1859,miaA,"tRNA dimethylallyltransferase (EC 2.5.1.75)",PATRIC,"Zeatin biosynthesis","tRNA dimethylallyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2234,MED134_04069,VBIDokDon50125_2234,,"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)",PATRIC,"Alanine, aspartate and glutamate metabolism","Carbamoyl-phosphate synthase (glutamine-hydrolyzing)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1820,MED134_01970,VBIDokDon50125_1820,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Selenoamino acid metabolism","Thioredoxin-disulfide reductase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.650,MED134_10775,VBIDokDon50125_0650,,"Maltose phosphorylase (EC 2.4.1.8)",PATRIC,"Starch and sucrose metabolism","Maltose phosphorylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.728,MED134_11165,VBIDokDon50125_0728,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",PATRIC,"Glutathione metabolism","Ribonucleoside-diphosphate reductase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.54,MED134_07676,VBIDokDon50125_0054,,"DEDDh 3'-5' exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.260,MED134_08781,VBIDokDon50125_0260,,"Glutamyl-tRNA reductase (EC 1.2.1.70)",PATRIC,"Porphyrin and chlorophyll metabolism","Glutamyl-tRNA reductase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1979,MED134_02775,VBIDokDon50125_1979,,"O-succinylbenzoate synthase (EC 4.2.1.113)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","o-succinylbenzoate synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.899,MED134_12041,VBIDokDon50125_0899,,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1313,MED134_14176,VBIDokDon50125_1313,,"Periplasmic alpha-amylase (EC 3.2.1.1)",PATRIC,"Starch and sucrose metabolism","Alpha-amylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.171,MED134_08286,VBIDokDon50125_0171,,"Aspartokinase (EC 2.7.2.4)",PATRIC,"Lysine biosynthesis","Aspartate kinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.134,MED134_08086,VBIDokDon50125_0134,,"Aspartate 1-decarboxylase (EC 4.1.1.11)",PATRIC,"beta-Alanine metabolism","Aspartate 1-decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.909,MED134_12091,VBIDokDon50125_0909,,"Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Mannose-1-phosphate guanylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.180,MED134_08336,VBIDokDon50125_0180,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.68,MED134_07746,VBIDokDon50125_0068,,"Uridine kinase (EC 2.7.1.48)",PATRIC,"Drug metabolism - other enzymes","Uridine kinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1970,MED134_02730,VBIDokDon50125_1970,,"Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.564,MED134_10321,VBIDokDon50125_0564,,"Saccharopine dehydrogenase [NADP, L-glutamate-forming] (EC 1.5.1.10)",PATRIC,"Lysine biosynthesis","Saccharopine dehydrogenase (NADP(+), L-glutamate-forming)"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.905,MED134_12071,VBIDokDon50125_0905,,"Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)",PATRIC,"Citrate cycle (TCA cycle)","Dihydrolipoyllysine-residue acetyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.826,MED134_11676,VBIDokDon50125_0826,,"1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1100,MED134_13086,VBIDokDon50125_1100,,"Shikimate kinase I (EC 2.7.1.71)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Shikimate kinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2047,MED134_03110,VBIDokDon50125_2047,,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)",PATRIC,"Riboflavin metabolism","GTP cyclohydrolase II"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1616,MED134_00895,VBIDokDon50125_1616,,"5'-nucleotidase SurE (EC 3.1.3.5)",PATRIC,"Pyrimidine metabolism","5'-nucleotidase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1597,MED134_00805,VBIDokDon50125_1597,,"Carboxymuconolactone decarboxylase (EC 4.1.1.44)",PATRIC,"Benzoate degradation via hydroxylation","4-carboxymuconolactone decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1206,MED134_13631,VBIDokDon50125_1206,,"N-acetylneuraminate synthase (EC 2.5.1.56)",PATRIC,"Amino sugar and nucleotide sugar metabolism","N-acetylneuraminate synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.827,MED134_11681,VBIDokDon50125_0827,,"1,2-phenylacetyl-CoA epoxidase, subunit C (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.647,MED134_10760,VBIDokDon50125_0647,,"Levanase (EC 3.2.1.65)",PATRIC,"Starch and sucrose metabolism","Levanase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.882,MED134_11961,VBIDokDon50125_0882,,"3-isopropylmalate dehydrogenase (EC 1.1.1.85)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2319,MED134_04509,VBIDokDon50125_2319,,"Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)",PATRIC,"Butanoate metabolism","Succinate-semialdehyde dehydrogenase (NAD(+))"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1910,MED134_02425,VBIDokDon50125_1910,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",PATRIC,"Pyrimidine metabolism","DNA-directed RNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2683,MED134_06379,VBIDokDon50125_2683,,"Exopolyphosphatase (EC 3.6.1.11)",PATRIC,"Purine metabolism","Exopolyphosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2381,MED134_04819,VBIDokDon50125_2381,,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)",PATRIC,"Lipopolysaccharide biosynthesis","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2170,MED134_03749,VBIDokDon50125_2170,,"Beta-hexosaminidase (EC 3.2.1.52)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Beta-N-acetylhexosaminidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.893,MED134_12011,VBIDokDon50125_0893,,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",PATRIC,"Glycine, serine and threonine metabolism","L-serine ammonia-lyase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.290,MED134_08931,VBIDokDon50125_0290,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)",PATRIC,"Glycerophospholipid metabolism","1-acylglycerol-3-phosphate O-acyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1639,MED134_01010,VBIDokDon50125_1639,,"Threonyl-tRNA synthetase (EC 6.1.1.3)",PATRIC,"Aminoacyl-tRNA biosynthesis","Threonine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2051,MED134_03144,VBIDokDon50125_2051,,"Diacylglycerol kinase (EC 2.7.1.107)",PATRIC,"Phosphatidylinositol signaling system","Diacylglycerol kinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.794,MED134_11511,VBIDokDon50125_0794,,"Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2659,MED134_06244,VBIDokDon50125_2659,,"Pyruvate carboxylase (EC 6.4.1.1)",PATRIC,"Pyruvate metabolism","Pyruvate carboxylase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1968,MED134_02720,VBIDokDon50125_1968,,"Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1280,MED134_14011,VBIDokDon50125_1280,,"Naphthoate synthase (EC 4.1.3.36)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","1,4-dihydroxy-2-naphthoyl-CoA synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2618,MED134_06029,VBIDokDon50125_2618,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Streptomycin biosynthesis","dTDP-glucose 4,6-dehydratase"
