Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2470","MED134_05269","VBIDokDon50125_2470","PATRIC.313590.6.NZ_CH672389.CDS.1154221.1154895.rev","PATRIC","CDS",1154221,1154895,675,"-","FIG00000290","PLF_326319_00000337","PGF_08394843","ZP_01048903.1",224,,"Endonuclease III (EC 4.2.99.18)","GO:0003906|DNA-(apurinic or apyrimidinic site) lyase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2471","MED134_05274","VBIDokDon50125_2471","PATRIC.313590.6.NZ_CH672389.CDS.1155067.1155528.fwd","PATRIC","CDS",1155067,1155528,462,"+","FIG00132548","PLF_326319_00001455","PGF_00220548","ZP_01048904.1",153,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2472","MED134_05279","VBIDokDon50125_2472","PATRIC.313590.6.NZ_CH672389.CDS.1155600.1157057.rev","PATRIC","CDS",1155600,1157057,1458,"-","FIG01327441","PLF_326319_00000668","PGF_00025575","ZP_01048905.1",485,,"Nicotinamide mononucleotide adenylyltransferase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2473","MED134_05284","VBIDokDon50125_2473","PATRIC.313590.6.NZ_CH672389.CDS.1157185.1157976.fwd","PATRIC","CDS",1157185,1157976,792,"+","FIG01955808","PLF_326319_00001030","PGF_07175005","ZP_01048906.1",263,,"Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2474","MED134_05289","VBIDokDon50125_2474","PATRIC.313590.6.NZ_CH672389.CDS.1158021.1158470.fwd","PATRIC","CDS",1158021,1158470,450,"+","FIG00653468","PLF_326319_00001783","PGF_08225224","ZP_01048907.1",149,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2475","MED134_05294","VBIDokDon50125_2475","PATRIC.313590.6.NZ_CH672389.CDS.1158472.1159122.rev","PATRIC","CDS",1158472,1159122,651,"-","FIG00552530","PLF_326319_00001370","PGF_00051198","ZP_01048908.1",216,,"Serine esterase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2476","MED134_05299","VBIDokDon50125_2476","PATRIC.313590.6.NZ_CH672389.CDS.1159137.1159472.rev","PATRIC","CDS",1159137,1159472,336,"-","FIG00638284","PLF_326319_00002200","PGF_01526739","ZP_01048909.1",111,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2477","MED134_05304","VBIDokDon50125_2477","PATRIC.313590.6.NZ_CH672389.CDS.1159472.1160725.rev","PATRIC","CDS",1159472,1160725,1254,"-","FIG00000032","PLF_326319_00000219","PGF_00423378","ZP_01048910.1",417,,"Dihydroorotase (EC 3.5.2.3)","GO:0004151|dihydroorotase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2478","MED134_05309","VBIDokDon50125_2478","PATRIC.313590.6.NZ_CH672389.CDS.1160722.1162647.rev","PATRIC","CDS",1160722,1162647,1926,"-","FIG00650577","PLF_326319_00002099","PGF_08225224","ZP_01048911.1",641,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2479","MED134_05314","VBIDokDon50125_2479","PATRIC.313590.6.NZ_CH672389.CDS.1162688.1163881.rev","PATRIC","CDS",1162688,1163881,1194,"-","FIG00555741","PLF_326319_00001558","PGF_01002169","ZP_01048912.1",397,,"Two-component system sensor histidine kinase/response regulator hybrid",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2480","MED134_05319","VBIDokDon50125_2480","PATRIC.313590.6.NZ_CH672389.CDS.1163951.1164715.rev","PATRIC","CDS",1163951,1164715,765,"-","FIG00552648","PLF_326319_00002100","PGF_06616064","ZP_01048913.1",254,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2481","MED134_05324","VBIDokDon50125_2481","PATRIC.313590.6.NZ_CH672389.CDS.1164773.1165438.rev","PATRIC","CDS",1164773,1165438,666,"-","FIG00655167","PLF_326319_00000419","PGF_10535258","ZP_01048914.1",221,,"Lipoprotein-releasing system ATP-binding protein LolD",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2482","MED134_05329","VBIDokDon50125_2482","PATRIC.313590.6.NZ_CH672389.CDS.1165487.1167958.rev","PATRIC","CDS",1165487,1167958,2472,"-","FIG00638284","PLF_326319_00002101","PGF_08225224","ZP_01048915.1",823,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2483","MED134_05334","VBIDokDon50125_2483","PATRIC.313590.6.NZ_CH672389.CDS.1168083.1168679.fwd","PATRIC","CDS",1168083,1168679,597,"+","FIG00000226","PLF_326319_00000064","PGF_02820109","ZP_01048916.1",198,"folE","GTP cyclohydrolase I (EC 3.5.4.16) type 1","GO:0003934|GTP cyclohydrolase I activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2484","MED134_05339","VBIDokDon50125_2484","PATRIC.313590.6.NZ_CH672389.CDS.1168731.1169036.fwd","PATRIC","CDS",1168731,1169036,306,"+","FIG00638284","PLF_326319_00002199","PGF_08225224","ZP_01048917.1",101,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2485","MED134_05344","VBIDokDon50125_2485","PATRIC.313590.6.NZ_CH672389.CDS.1169355.1170863.fwd","PATRIC","CDS",1169355,1170863,1509,"+","FIG00091940","PLF_326319_00002418","PGF_02098099","ZP_01048918.1",502,,"Histidine ammonia-lyase (EC 4.3.1.3)","GO:0004397|histidine ammonia-lyase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1548","MED134_00560","VBIDokDon50125_1548","PATRIC.313590.6.NZ_CH672389.CDS.117067.118080.rev","PATRIC","CDS",117067,118080,1014,"-","FIG00000376","PLF_326319_00000639","PGF_00024252","ZP_01050050.1",337,,"N4-(beta-N-acetylglucosaminyl)-L-asparaginase, putative",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2486","MED134_05349","VBIDokDon50125_2486","PATRIC.313590.6.NZ_CH672389.CDS.1170855.1171220.rev","PATRIC","CDS",1170855,1171220,366,"-","FIG00638284","PLF_326319_00002152","PGF_01526725","ZP_01048919.1",121,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2487",,"VBIDokDon50125_2487","PATRIC.313590.6.NZ_CH672389.CDS.1171207.1171362.fwd","PATRIC","CDS",1171207,1171362,156,"+",,"PLF_326319_00003108","PGF_01527159",,51,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2488","MED134_05354","VBIDokDon50125_2488","PATRIC.313590.6.NZ_CH672389.CDS.1171301.1171735.rev","PATRIC","CDS",1171301,1171735,435,"-","FIG01019379","PLF_326319_00002509","PGF_01526809","ZP_01048920.1",144,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2489","MED134_05359","VBIDokDon50125_2489","PATRIC.313590.6.NZ_CH672389.CDS.1171834.1174386.rev","PATRIC","CDS",1171834,1174386,2553,"-","FIG00025127","PLF_326319_00000576","PGF_03999196","ZP_01048921.1",850,,"ATP-dependent Clp protease, ATP-binding subunit ClpC",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2490","MED134_05364","VBIDokDon50125_2490","PATRIC.313590.6.NZ_CH672389.CDS.1174640.1177186.fwd","PATRIC","CDS",1174640,1177186,2547,"+","FIG00000080","PLF_326319_00000307","PGF_03272313","ZP_01048922.1",848,,"DNA gyrase subunit A (EC 5.99.1.3)","GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2491","MED134_05369","VBIDokDon50125_2491","PATRIC.313590.6.NZ_CH672389.CDS.1177249.1178496.fwd","PATRIC","CDS",1177249,1178496,1248,"+","FIG00638284","PLF_326319_00001440","PGF_01526516","ZP_01048923.1",415,,"TPR repeat protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2492","MED134_05374","VBIDokDon50125_2492","PATRIC.313590.6.NZ_CH672389.CDS.1178601.1179350.rev","PATRIC","CDS",1178601,1179350,750,"-","FIG00650232","PLF_326319_00000259","PGF_00423609","ZP_01048924.1",249,,"Dipeptidyl peptidase VI",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2493","MED134_05379","VBIDokDon50125_2493","PATRIC.313590.6.NZ_CH672389.CDS.1179369.1180550.rev","PATRIC","CDS",1179369,1180550,1182,"-","FIG00002604","PLF_326319_00000349","PGF_10164212","ZP_01048925.1",393,,"Acetyl-CoA acetyltransferase (EC 2.3.1.9)","GO:0003985|acetyl-CoA C-acetyltransferase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2494","MED134_05384","VBIDokDon50125_2494","PATRIC.313590.6.NZ_CH672389.CDS.1180743.1182737.fwd","PATRIC","CDS",1180743,1182737,1995,"+","FIG00002508","PLF_326319_00000457","PGF_03110657","ZP_01048926.1",664,,"Membrane protein containing HD superfamily hydrolase domain, YQFF ortholog",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1549","MED134_00565","VBIDokDon50125_1549","PATRIC.313590.6.NZ_CH672389.CDS.118116.118922.rev","PATRIC","CDS",118116,118922,807,"-","FIG00432062","PLF_326319_00001060","PGF_03341880","ZP_01050051.1",268,,"3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)","GO:0016784|3-mercaptopyruvate sulfurtransferase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2495","MED134_05389","VBIDokDon50125_2495","PATRIC.313590.6.NZ_CH672389.CDS.1182837.1185245.rev","PATRIC","CDS",1182837,1185245,2409,"-","FIG01304711","PLF_326319_00000519","PGF_00412165","ZP_01048927.1",802,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)","GO:0003863|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2496","MED134_05394","VBIDokDon50125_2496","PATRIC.313590.6.NZ_CH672389.CDS.1185430.1188261.rev","PATRIC","CDS",1185430,1188261,2832,"-","FIG00919964","PLF_326319_00000297","PGF_00053886","ZP_01048928.1",943,,"Aminopeptidase N",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2497","MED134_05399","VBIDokDon50125_2497","PATRIC.313590.6.NZ_CH672389.CDS.1188407.1189096.rev","PATRIC","CDS",1188407,1189096,690,"-","FIG00650300","PLF_326319_00002198","PGF_08225224","ZP_01048929.1",229,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2498","MED134_05404","VBIDokDon50125_2498","PATRIC.313590.6.NZ_CH672389.CDS.1189149.1191980.rev","PATRIC","CDS",1189149,1191980,2832,"-","FIG00000147","PLF_326319_00000389","PGF_04041316","ZP_01048930.1",943,,"Excinuclease ABC subunit A","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1550","MED134_00570","VBIDokDon50125_1550","PATRIC.313590.6.NZ_CH672389.CDS.118925.121873.rev","PATRIC","CDS",118925,121873,2949,"-","FIG00004078","PLF_326319_00001087","PGF_00045730","ZP_01050052.1",982,,"Alpha-1,2-mannosidase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2499","MED134_05414","VBIDokDon50125_2499","PATRIC.313590.6.NZ_CH672389.CDS.1192645.1194423.rev","PATRIC","CDS",1192645,1194423,1779,"-","FIG00018699","PLF_326319_00000424","PGF_00734739","ZP_01048932.1",592,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","GO:0004467|long-chain-fatty-acid-CoA ligase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2500","MED134_05419","VBIDokDon50125_2500","PATRIC.313590.6.NZ_CH672389.CDS.1194544.1196922.rev","PATRIC","CDS",1194544,1196922,2379,"-","FIG01545246","PLF_326319_00001236","PGF_00416639","ZP_01048933.1",792,,"Carboxypeptidase T precursor (EC 3.4.17.18)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2501","MED134_05424","VBIDokDon50125_2501","PATRIC.313590.6.NZ_CH672389.CDS.1197058.1197855.rev","PATRIC","CDS",1197058,1197855,798,"-","FIG00015923","PLF_326319_00001447","PGF_00723627","ZP_01048934.1",265,,"Intracellular protease",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2502","MED134_05429","VBIDokDon50125_2502","PATRIC.313590.6.NZ_CH672389.CDS.1197935.1198582.rev","PATRIC","CDS",1197935,1198582,648,"-","FIG00003090","PLF_326319_00002458","PGF_10251053","ZP_01048935.1",215,,"cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2503","MED134_05434","VBIDokDon50125_2503","PATRIC.313590.6.NZ_CH672389.CDS.1198628.1202287.rev","PATRIC","CDS",1198628,1202287,3660,"-","FIG00000820","PLF_326319_00000806","PGF_00033963","ZP_01048936.1",1219,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)","GO:0004642|phosphoribosylformylglycinamidine synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1445","MED134_00050","VBIDokDon50125_1445","PATRIC.313590.6.NZ_CH672389.CDS.12015.12476.fwd","PATRIC","CDS",12015,12476,462,"+","FIG00638284","PLF_326319_00002168","PGF_08225224","ZP_01049948.1",153,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2504","MED134_05439","VBIDokDon50125_2504","PATRIC.313590.6.NZ_CH672389.CDS.1202718.1205756.fwd","PATRIC","CDS",1202718,1205756,3039,"+","FIG00638284","PLF_326319_00001655","PGF_08225224","ZP_01048937.1",1012,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2505","MED134_05444","VBIDokDon50125_2505","PATRIC.313590.6.NZ_CH672389.CDS.1205842.1206876.rev","PATRIC","CDS",1205842,1206876,1035,"-","FIG01530762","PLF_326319_00002328","PGF_10440865","ZP_01048938.1",344,,"Chitinase (EC 3.2.1.14)","GO:0004568|chitinase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2506","MED134_05449","VBIDokDon50125_2506","PATRIC.313590.6.NZ_CH672389.CDS.1206889.1208097.rev","PATRIC","CDS",1206889,1208097,1209,"-","FIG00553093","PLF_326319_00001443","PGF_00055954","ZP_01048939.1",402,,"TRNA and rRNA cytosine-C5-methylase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2507","MED134_05454","VBIDokDon50125_2507","PATRIC.313590.6.NZ_CH672389.CDS.1208167.1209291.fwd","PATRIC","CDS",1208167,1209291,1125,"+","FIG00870291","PLF_326319_00000906","PGF_00042669","ZP_01048940.1",374,,"Putative oxidoreductase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2508","MED134_05459","VBIDokDon50125_2508","PATRIC.313590.6.NZ_CH672389.CDS.1209294.1209752.rev","PATRIC","CDS",1209294,1209752,459,"-","FIG00638284","PLF_326319_00002586","PGF_08225224","ZP_01048941.1",152,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2509","MED134_05464","VBIDokDon50125_2509","PATRIC.313590.6.NZ_CH672389.CDS.1209755.1210282.rev","PATRIC","CDS",1209755,1210282,528,"-","FIG00638284","PLF_326319_00002151","PGF_01526724","ZP_01048942.1",175,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2510","MED134_05469","VBIDokDon50125_2510","PATRIC.313590.6.NZ_CH672389.CDS.1210316.1210714.rev","PATRIC","CDS",1210316,1210714,399,"-","FIG00937790","PLF_326319_00000941","PGF_00896280","ZP_01048943.1",132,,"RNA polymerase ECF-type sigma factor",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2511","MED134_05474","VBIDokDon50125_2511","PATRIC.313590.6.NZ_CH672389.CDS.1211188.1211967.rev","PATRIC","CDS",1211188,1211967,780,"-","FIG00038814","PLF_326319_00000943","PGF_07072582","ZP_01048944.1",259,,"RNA polymerase sigma factor RpoD","GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0006352|transcription initiation;GO:0016987|sigma factor activity;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2512","MED134_05484","VBIDokDon50125_2512","PATRIC.313590.6.NZ_CH672389.CDS.1212295.1212702.fwd","PATRIC","CDS",1212295,1212702,408,"+","FIG00638284","PLF_326319_00001784","PGF_08225224","ZP_01048946.1",135,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2513","MED134_05489","VBIDokDon50125_2513","PATRIC.313590.6.NZ_CH672389.CDS.1213069.1214547.fwd","PATRIC","CDS",1213069,1214547,1479,"+","FIG00017059","PLF_326319_00000409","PGF_08515716","ZP_01048947.1",492,,"Lipid A export permease/ATP-binding protein MsbA",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2514","MED134_05494","VBIDokDon50125_2514","PATRIC.313590.6.NZ_CH672389.CDS.1214556.1214672.rev","PATRIC","CDS",1214556,1214672,117,"-",,"PLF_326319_00004317","PGF_08225224","ZP_01048948.1",38,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2515","MED134_05499","VBIDokDon50125_2515","PATRIC.313590.6.NZ_CH672389.CDS.1215082.1215444.fwd","PATRIC","CDS",1215082,1215444,363,"+","FIG00638284","PLF_326319_00002149","PGF_00077163","ZP_01048949.1",120,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2516","MED134_05504","VBIDokDon50125_2516","PATRIC.313590.6.NZ_CH672389.CDS.1215437.1215703.rev","PATRIC","CDS",1215437,1215703,267,"-","FIG00638284","PLF_326319_00002102","PGF_01526705","ZP_01048950.1",88,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2517","MED134_05509","VBIDokDon50125_2517","PATRIC.313590.6.NZ_CH672389.CDS.1215868.1216182.rev","PATRIC","CDS",1215868,1216182,315,"-","FIG00638284","PLF_326319_00002103","PGF_00190001","ZP_01048951.1",104,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2518","MED134_05514","VBIDokDon50125_2518","PATRIC.313590.6.NZ_CH672389.CDS.1216570.1217016.fwd","PATRIC","CDS",1216570,1217016,447,"+","FIG00007828","PLF_326319_00000121","PGF_00069912","ZP_01048952.1",148,,"hypothetical domain / Cold shock protein of CSP family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2519","MED134_05519","VBIDokDon50125_2519","PATRIC.313590.6.NZ_CH672389.CDS.1217013.1217567.rev","PATRIC","CDS",1217013,1217567,555,"-","FIG00000093","PLF_326319_00006829","PGF_02589988","ZP_01048953.1",184,,"LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2520","MED134_05529","VBIDokDon50125_2520","PATRIC.313590.6.NZ_CH672389.CDS.1218147.1218995.rev","PATRIC","CDS",1218147,1218995,849,"-","FIG00005454","PLF_326319_00000236","PGF_00415130","ZP_01048955.1",282,,"23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)","GO:0052907|23S rRNA (adenine(1618)-N(6))-methyltransferase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2521","MED134_05534","VBIDokDon50125_2521","PATRIC.313590.6.NZ_CH672389.CDS.1219118.1219306.rev","PATRIC","CDS",1219118,1219306,189,"-",,"PLF_326319_00001785","PGF_01526572","ZP_01048956.1",62,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2522","MED134_05539","VBIDokDon50125_2522","PATRIC.313590.6.NZ_CH672389.CDS.1219404.1220804.rev","PATRIC","CDS",1219404,1220804,1401,"-","FIG00008411","PLF_326319_00000065","PGF_10506571","ZP_01048957.1",466,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1551","MED134_00575","VBIDokDon50125_1551","PATRIC.313590.6.NZ_CH672389.CDS.121976.122677.fwd","PATRIC","CDS",121976,122677,702,"+","FIG00000856","PLF_326319_00001122","PGF_00420612","ZP_01050053.1",233,,"Cytoplasmic copper homeostasis protein CutC",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2523","MED134_05544","VBIDokDon50125_2523","PATRIC.313590.6.NZ_CH672389.CDS.1220902.1221177.rev","PATRIC","CDS",1220902,1221177,276,"-","FIG00638284","PLF_326319_00002104","PGF_01526706","ZP_01048958.1",91,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2524","MED134_05549","VBIDokDon50125_2524","PATRIC.313590.6.NZ_CH672389.CDS.1221385.1222485.fwd","PATRIC","CDS",1221385,1222485,1101,"+","FIG01602849","PLF_326319_00000651","PGF_09996125","ZP_01048959.1",366,,"NADH:flavin oxidoreductases, Old Yellow Enzyme family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2525","MED134_05554","VBIDokDon50125_2525","PATRIC.313590.6.NZ_CH672389.CDS.1222557.1223603.fwd","PATRIC","CDS",1222557,1223603,1047,"+","FIG01959030","PLF_326319_00001084","PGF_03572345","ZP_01048960.1",348,,"Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase (NAD) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2526","MED134_05559","VBIDokDon50125_2526","PATRIC.313590.6.NZ_CH672389.CDS.1223651.1226074.fwd","PATRIC","CDS",1223651,1226074,2424,"+","FIG00638284","PLF_326319_00002471","PGF_08225224","ZP_01048961.1",807,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2527","MED134_05564","VBIDokDon50125_2527","PATRIC.313590.6.NZ_CH672389.CDS.1226346.1231271.fwd","PATRIC","CDS",1226346,1231271,4926,"+","FIG00638284","PLF_326319_00002051","PGF_08225224","ZP_01048962.1",1641,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1552","MED134_00580","VBIDokDon50125_1552","PATRIC.313590.6.NZ_CH672389.CDS.122674.123585.fwd","PATRIC","CDS",122674,123585,912,"+","FIG00028779","PLF_326319_00002420","PGF_00012956","ZP_01050054.1",303,,"Hydroxymethylpyrimidine ABC transporter, substrate-binding component",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2528","MED134_05569","VBIDokDon50125_2528","PATRIC.313590.6.NZ_CH672389.CDS.1231489.1233546.fwd","PATRIC","CDS",1231489,1233546,2058,"+","FIG00638284","PLF_326319_00001786","PGF_02819799","ZP_01048963.1",685,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2529","MED134_05574","VBIDokDon50125_2529","PATRIC.313590.6.NZ_CH672389.CDS.1233600.1234853.fwd","PATRIC","CDS",1233600,1234853,1254,"+","FIG00870291","PLF_326319_00000905","PGF_10477575","ZP_01048964.1",417,,"Putative oxidoreductase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2530","MED134_05579","VBIDokDon50125_2530","PATRIC.313590.6.NZ_CH672389.CDS.1235175.1236659.fwd","PATRIC","CDS",1235175,1236659,1485,"+","FIG01303905","PLF_326319_00000442","PGF_00018971","ZP_01048965.1",494,,"Malate:quinone oxidoreductase (EC 1.1.5.4)","GO:0008924|malate dehydrogenase (quinone) activity;GO:0008924|malate dehydrogenase (menaquinone) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1553","MED134_00585","VBIDokDon50125_1553","PATRIC.313590.6.NZ_CH672389.CDS.123641.125443.rev","PATRIC","CDS",123641,125443,1803,"-","FIG00000165","PLF_326319_00001537","PGF_00060414","ZP_01050055.1",600,,"Translation elongation factor LepA",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2531","MED134_05584","VBIDokDon50125_2531","PATRIC.313590.6.NZ_CH672389.CDS.1236764.1237273.rev","PATRIC","CDS",1236764,1237273,510,"-","FIG00638284","PLF_326319_00002907","PGF_01527050","ZP_01048966.1",169,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2532","MED134_05589","VBIDokDon50125_2532","PATRIC.313590.6.NZ_CH672389.CDS.1237535.1238683.rev","PATRIC","CDS",1237535,1238683,1149,"-","FIG01232353","PLF_326319_00002908","PGF_01527051","ZP_01048967.1",382,,"Succinoglycan biosynthesis protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2533",,"VBIDokDon50125_2533","PATRIC.313590.6.NZ_CH672389.CDS.1239094.1239210.rev","PATRIC","CDS",1239094,1239210,117,"-",,"PLF_326319_00000001","PGF_01526497",,38,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2534","MED134_05599","VBIDokDon50125_2534","PATRIC.313590.6.NZ_CH672389.CDS.1239412.1240578.rev","PATRIC","CDS",1239412,1240578,1167,"-","FIG00638284","PLF_326319_00002909","PGF_08225224","ZP_01048969.1",388,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2535","MED134_05604","VBIDokDon50125_2535","PATRIC.313590.6.NZ_CH672389.CDS.1241262.1242140.rev","PATRIC","CDS",1241262,1242140,879,"-","FIG00051161","PLF_326319_00002910","PGF_05154911","ZP_01048970.1",292,,"3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC",
