gene_id	gene_name	product	kegg_pathway
MED134_00380	unspecified	hypothetical protein	unspecified
MED134_00375	unspecified	hypothetical protein	unspecified
MED134_00370	unspecified	metallopeptidase family M24	unspecified
MED134_00365	unspecified	SAM dependent methyltransferase	unspecified
MED134_00360	unspecified	ApbE family protein	unspecified
MED134_00355	unspecified	hypothetical protein	unspecified
MED134_00350	lytR	two-component system response regulator, LytR/AlgR family	unspecified
MED134_00345	unspecified	two-component system sensor histidine kinase	unspecified
MED134_00340	unspecified	hypothetical protein	unspecified
MED134_00335	unspecified	hypothetical protein	unspecified
MED134_00330	unspecified	hypothetical protein	unspecified
MED134_00325	unspecified	OmpA family protein	unspecified
MED134_00320	nqrF	Na+-transporting NADH:ubiquinone oxidoreductase, subunit F	unspecified
MED134_00315	nqrE	Na+-transporting NADH:ubiquinone oxidoreductase, subunit E	unspecified
MED134_00310	nqrD	Na+-transporting NADH:ubiquinone oxidoreductase, subunit D	unspecified
MED134_00305	nqrC	Na+-translocating NADH:quinone oxidoreductase, subunit C	unspecified
MED134_00300	nqrB	Na+-translocating NADH:quinone oxidoreductase, subunit B	unspecified
MED134_00295	nqrA	Na+-transporting NADH:ubiquinone oxidoreductase, subunit A	unspecified
MED134_00290	unspecified	hypothetical protein	unspecified
MED134_00285	unspecified	hypothetical protein	unspecified
MED134_00280	unspecified	hypothetical protein	unspecified
MED134_00275	unspecified	hypothetical protein	unspecified
MED134_00270	unspecified	hypothetical protein	unspecified
MED134_00265	unspecified	aldehyde dehydrogenase family protein	00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00330 Arginine and proline metabolism [PATH:dok00330]
MED134_00260	unspecified	hypothetical protein	unspecified
MED134_00255	metF	methylenetetrahydrofolate reductase (NAD(P)H)	00670 One carbon pool by folate [PATH:dok00670]
MED134_00250	metH	B12-dependent methionine synthase	00270 Cysteine and methionine metabolism [PATH:dok00270],00450 Selenocompound metabolism [PATH:dok00450],00670 One carbon pool by folate [PATH:dok00670]
MED134_00245	unspecified	homocysteine S-methyltransferase	00270 Cysteine and methionine metabolism [PATH:dok00270],00450 Selenocompound metabolism [PATH:dok00450],00670 One carbon pool by folate [PATH:dok00670]
MED134_00240	unspecified	aspartokinase I/homoserine dehydrogenase/homoserine acetyltransferase	00260 Glycine, serine and threonine metabolism [PATH:dok00260],00270 Cysteine and methionine metabolism [PATH:dok00270],00300 Lysine biosynthesis [PATH:dok00300]
MED134_00235	metX	homoserine O-acetyltransferase	unspecified
MED134_00230	metY	O-acetylhomoserineaminocarboxypropyltransferase	00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_00225	metK	methionine adenosyltransferase	00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_00220	unspecified	complex I intermediate-associated protein 30 (CIA30)	unspecified
MED134_00215	unspecified	hypothetical protein	unspecified
MED134_00210	susC17	TonB dependent/ligand-gated channel	unspecified
MED134_00205	unspecified	hypothetical protein	unspecified
MED134_00200	unspecified	hypothetical protein	unspecified
MED134_00195	unspecified	hypothetical protein	unspecified
MED134_00190	unspecified	two-component system sensor histidine kinase	unspecified
MED134_00185	unspecified	two-component system response regulator	02020 Two-component system [PATH:dok02020]
MED134_00180	unspecified	bacterial-like globin	unspecified
MED134_00175	unspecified	hypothetical protein	unspecified
MED134_00170	unspecified	deoxynucleoside kinase family protein	00230 Purine metabolism [PATH:dok00230],00240 Pyrimidine metabolism [PATH:dok00240]
MED134_00165	unspecified	hypothetical protein	unspecified
MED134_00160	unspecified	hypothetical protein	unspecified
MED134_00155	unspecified	AhpC/TSA family protein	unspecified
MED134_00150	unspecified	inorganic H+ pyrophosphatase	unspecified
MED134_00145	ppa	inorganic pyrophosphatase	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_00140	unspecified	hypothetical protein	unspecified
MED134_00135	pdhB	pyruvate dehydrogenase E1 component, beta subunit	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00020 Citrate cycle (TCA cycle) [PATH:dok00020],00620 Pyruvate metabolism [PATH:dok00620],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_00130	etfB	electron transfer flavoprotein beta-subunit	unspecified
MED134_00125	etfA	electron transfer flavoprotein alpha subunit	unspecified
MED134_00120	unspecified	hypothetical protein	unspecified
MED134_00115	unspecified	nucleoside transporter, NupC family	unspecified
MED134_00110	unspecified	hypothetical protein	unspecified
MED134_00105	thyA	thymidylate synthase	00240 Pyrimidine metabolism [PATH:dok00240],00670 One carbon pool by folate [PATH:dok00670]
MED134_00100	unspecified	hypothetical protein	unspecified
MED134_00090	unspecified	hypothetical protein	unspecified
MED134_00085	unspecified	hypothetical protein	00340 Histidine metabolism [PATH:dok00340]
MED134_00080	unspecified	protein of unknown function (DUF427)	unspecified
MED134_00075	unspecified	isoamylase-like protein	unspecified
MED134_00070	unspecified	aminotransferase class-V	unspecified
MED134_16471	unspecified	hypothetical protein	unspecified
MED134_00060	folA	dihydrofolate reductase	00790 Folate biosynthesis [PATH:dok00790],00670 One carbon pool by folate [PATH:dok00670]
MED134_00055	fabD	[acyl-carrier-protein] S-malonyltransferase	00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_00050	unspecified	hypothetical protein	unspecified
MED134_00045	unspecified	DNA binding helix-turn helix protein	unspecified
MED134_00040	unspecified	hypothetical protein	unspecified
MED134_00035	unspecified	hypothetical protein	unspecified
MED134_00030	kdtA	3-deoxy-D-manno-octulosonic-acid transferase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_00025	unspecified	DegT/DnrJ/EryC1/StrS aminotransferase family protein	00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_00020	unspecified	metal-dependent amidohydrolase	unspecified
MED134_00015	unspecified	OmpA family protein	unspecified
MED134_00010	unspecified	hypothetical protein	unspecified
MED134_16483	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_07406	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_16485	unspecified	OmpA family protein	unspecified
MED134_16486	unspecified	hypothetical protein	unspecified
MED134_07421	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_16490	unspecified	GIY-YIG catalytic domain protein	unspecified
MED134_07431	mutS3	DNA mismatch repair protein MutS	03430 Mismatch repair [PATH:dok03430]
MED134_07436	susC19	TonB dependent/ligand-gated channel	unspecified
MED134_07441	susD3	outer membrane protein	unspecified
MED134_07446	unspecified	putative copper/silver resistance-related permease	unspecified
MED134_07451	unspecified	efflux transporter, RND family, MFP subunit	01501 beta-Lactam resistance [PATH:dok01501],01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]
MED134_07456	unspecified	outer membrane efflux protein	03070 Bacterial secretion system [PATH:dok03070],02020 Two-component system [PATH:dok02020],01501 beta-Lactam resistance [PATH:dok01501],01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]
MED134_07461	unspecified	transcription regulator, TetR family	unspecified
MED134_07466	unspecified	polyprenyl synthetase	00900 Terpenoid backbone biosynthesis [PATH:dok00900]
MED134_07471	unspecified	CotH protein	unspecified
MED134_07476	unspecified	7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)/deoxynucleoside kinase	unspecified
MED134_07481	unspecified	hypothetical protein	unspecified
MED134_07486	unspecified	hypothetical protein	unspecified
MED134_07491	unspecified	hypothetical protein	unspecified
MED134_07496	unspecified	patatin-like phospholipase	unspecified
MED134_07501	susC21	TonB dependent/ligand-gated channel	unspecified
MED134_07506	unspecified	GTP-binding protein EngA	unspecified
MED134_07511	unspecified	hypothetical protein	unspecified
MED134_07516	unspecified	LysE type translocator	unspecified
MED134_07521	unspecified	hypothetical protein	unspecified
MED134_07526	unspecified	GH3 auxin-responsive promoter	unspecified
MED134_07531	unspecified	OmpA family protein	unspecified
MED134_07536	clpX	ATP-dependent Clp protease ATP-binding subunit	unspecified
MED134_07541	clpP1	ATP-dependent Clp protease proteolytic subunit	unspecified
MED134_07546	tig	FKBP-type peptidyl-prolyl cis-transisomerase	unspecified
MED134_07551	unspecified	hypothetical protein	unspecified
MED134_07556	unspecified	hypothetical protein	unspecified
MED134_07561	unspecified	outer membrane protein transport protein (OMPP1/FadL/TodX)	unspecified
MED134_07566	unspecified	alpha/beta hydrolase	unspecified
MED134_07571	pdxJ	pyridoxine 5'-phosphate synthase	00750 Vitamin B6 metabolism [PATH:dok00750]
MED134_07576	unspecified	hypothetical protein	unspecified
MED134_07581	ppnK	putative inorganic polyphosphate/ATP-NAD kinase	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_07586	unspecified	hypothetical protein	unspecified
MED134_07591	uppS	undecaprenyl pyrophosphate synthetase	00550 Peptidoglycan biosynthesis [PATH:dok00550],00900 Terpenoid backbone biosynthesis [PATH:dok00900]
MED134_07596	unspecified	outer membrane protein	unspecified
MED134_07601	unspecified	outer membrane protein (OmpH-like)	unspecified
MED134_07606	unspecified	outer membrane protein (OmpH-like)	unspecified
MED134_07611	murI	Asp/Glu/hydantoin racemase	00470 D-Amino acid metabolism [PATH:dok00470]
MED134_07616	unspecified	two-component system response regulator, LytR/AlgR family	unspecified
MED134_07621	unspecified	two-component system sensor histidine kinase	unspecified
MED134_07626	unspecified	hypothetical protein	unspecified
MED134_07631	unspecified	OmpA family protein	02030 Bacterial chemotaxis [PATH:dok02030],02040 Flagellar assembly [PATH:dok02040]
MED134_07636	unspecified	hypothetical protein	unspecified
MED134_07641	unspecified	NifU-like protein	unspecified
MED134_07646	unspecified	acyl-CoA dehydrogenase	00071 Fatty acid degradation [PATH:dok00071],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00362 Benzoate degradation [PATH:dok00362]
MED134_07651	unspecified	methyltransferase	unspecified
MED134_07656	rimM	16S rRNA processing protein RimM	unspecified
MED134_07661	rpsP	30S ribosomal protein S16	03010 Ribosome [PATH:dok03010]
MED134_07666	unspecified	hypothetical protein	unspecified
MED134_07671	unspecified	hypothetical protein	unspecified
MED134_07676	dnaE	DNA polymerase III, alpha subunit	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_07681	unspecified	hypothetical protein	unspecified
MED134_07686	unspecified	hypothetical protein	unspecified
MED134_07691	unspecified	hypothetical protein	unspecified
MED134_07696	unspecified	two-component system response regulator	unspecified
MED134_16545	unspecified	hypothetical protein	unspecified
MED134_07706	sucB	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_07711	sucA	2-oxoglutarate dehydrogenase E1 component	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_07716	unspecified	hypothetical protein	unspecified
MED134_07721	unspecified	hypothetical protein	unspecified
MED134_07726	unspecified	methylmalonyl-CoA mutase large subunit	00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00640 Propanoate metabolism [PATH:dok00640],00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_07731	unspecified	hypothetical protein	unspecified
MED134_07736	unspecified	methylmalonyl-CoA mutase small subunit	00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00640 Propanoate metabolism [PATH:dok00640],00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_07741	unspecified	hypothetical protein	unspecified
MED134_07746	udk	uridine kinase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_07751	hflX	GTP-binding protein HflX	unspecified
MED134_07756	unspecified	endonuclease/exonuclease/phosphatase family protein	unspecified
MED134_07761	unspecified	hypothetical protein	unspecified
MED134_07766	unspecified	hypothetical protein	unspecified
MED134_07771	unspecified	OmpA family protein	unspecified
MED134_07776	unspecified	hypothetical protein	unspecified
MED134_07781	susC23	TonB dependent/ligand-gated channel	unspecified
MED134_07786	unspecified	endonuclease/exonuclease/phosphatase family protein	unspecified
MED134_07791	unspecified	hypothetical protein	unspecified
MED134_07796	susC25	TonB dependent/ligand-gated channel	unspecified
MED134_07801	pgi	glucose-6-phosphate isomerase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00030 Pentose phosphate pathway [PATH:dok00030],00500 Starch and sucrose metabolism [PATH:dok00500],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]
MED134_07806	unspecified	peptidase, M23/M37 family	unspecified
MED134_07811	kynA	tryptophan 2,3-dioxygenase	00380 Tryptophan metabolism [PATH:dok00380]
MED134_07816	unspecified	hypothetical protein	unspecified
MED134_07821	hppD	4-hydroxyphenylpyruvate dioxygenase	00350 Tyrosine metabolism [PATH:dok00350],00360 Phenylalanine metabolism [PATH:dok00360],00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_07826	hmgA	homogentisate 1,2-dioxygenase	00350 Tyrosine metabolism [PATH:dok00350],00643 Styrene degradation [PATH:dok00643]
MED134_07831	unspecified	hypothetical protein	unspecified
MED134_07836	dadA	D-amino acid dehydrogenase small subunit	00360 Phenylalanine metabolism [PATH:dok00360],00470 D-Amino acid metabolism [PATH:dok00470]
MED134_07841	unspecified	proline racemase	00470 D-Amino acid metabolism [PATH:dok00470]
MED134_07846	unspecified	hypothetical protein	unspecified
MED134_07851	unspecified	aldehyde dehydrogenase family protein	00040 Pentose and glucuronate interconversions [PATH:dok00040],00053 Ascorbate and aldarate metabolism [PATH:dok00053],00470 D-Amino acid metabolism [PATH:dok00470]
MED134_07856	unspecified	hypothetical protein	unspecified
MED134_07866	dapA3	dihydrodipicolinate synthetase	00470 D-Amino acid metabolism [PATH:dok00470]
MED134_07871	unspecified	transcription regulator, AraC family	unspecified
MED134_07876	unspecified	two-component system response regulator	unspecified
MED134_07881	unspecified	two-component system sensor histidine kinase	unspecified
MED134_07886	unspecified	two-component system response regulator	unspecified
MED134_07891	unspecified	putative membrane-bound metal-dependent hydrolase	unspecified
MED134_07896	unspecified	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein	unspecified
MED134_07901	mutS5	DNA mismatch repair protein MutS	unspecified
MED134_07906	unspecified	hypothetical protein	unspecified
MED134_07911	unspecified	hypothetical protein	unspecified
MED134_07916	unspecified	hypothetical protein	unspecified
MED134_07921	unspecified	hypothetical protein	unspecified
MED134_07926	unspecified	hypothetical protein	unspecified
MED134_07931	thiE	thiamine-phosphate pyrophosphorylase	00730 Thiamine metabolism [PATH:dok00730]
MED134_07936	unspecified	thioredoxin	unspecified
MED134_07941	unspecified	hypothetical protein	unspecified
MED134_07946	acs	acetate-CoA ligase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00620 Pyruvate metabolism [PATH:dok00620],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00640 Propanoate metabolism [PATH:dok00640],00680 Methane metabolism [PATH:dok00680]
MED134_07951	unspecified	two-component system sensor histidine kinase/response regulator	unspecified
MED134_07956	ssb1	single-stranded DNA-binding protein	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_07961	recQ3	ATP-dependent DNA helicase RecQ	03018 RNA degradation [PATH:dok03018]
MED134_07966	unspecified	putative sodium/sulfate symporter	unspecified
MED134_07971	ribA3	GTP cyclohydrolase II	00740 Riboflavin metabolism [PATH:dok00740],00790 Folate biosynthesis [PATH:dok00790],02024 Quorum sensing [PATH:dok02024]
MED134_07976	unspecified	thiopurine S-methyltransferase (TPMT)	unspecified
MED134_07981	unspecified	two-component system response regulator	unspecified
MED134_07986	susC27	TonB dependent/ligand-gated channel	unspecified
MED134_07991	unspecified	two-component system response regulator	unspecified
MED134_07996	unspecified	two-component system response regulator	unspecified
MED134_08001	unspecified	hypothetical protein	unspecified
MED134_08006	bioB	biotin synthase	00780 Biotin metabolism [PATH:dok00780]
MED134_08011	fabF1	beta-ketoacyl-acyl-carrier-protein synthase II	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_08016	unspecified	hypothetical protein	unspecified
MED134_08021	bioA	adenosylmethionine-8-amino-7- oxononanoatetransaminase	00780 Biotin metabolism [PATH:dok00780]
MED134_08026	bioD	dethiobiotin synthetase	00780 Biotin metabolism [PATH:dok00780]
MED134_08031	bioF1	8-amino-7-oxononanoate synthase	00780 Biotin metabolism [PATH:dok00780]
MED134_08036	unspecified	M61 glycyl aminopeptidase	unspecified
MED134_08041	unspecified	hypothetical protein	unspecified
MED134_08046	unspecified	hypothetical protein	unspecified
MED134_08051	unspecified	transcription regulator	unspecified
MED134_08056	unspecified	ATP synthase, delta/epsilon subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_08061	atpD	ATP synthase F1, beta subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_08066	glmS	glutamine-fructose-6-phosphate transaminase (isomerizing)	00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_08071	unspecified	hypothetical protein	unspecified
MED134_08076	glgA3	glycogen synthase	00500 Starch and sucrose metabolism [PATH:dok00500]
MED134_08081	panC	pantothenate synthetase	00410 beta-Alanine metabolism [PATH:dok00410],00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_08086	panD	aspartate 1-decarboxylase	00410 beta-Alanine metabolism [PATH:dok00410],00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_08091	unspecified	hypothetical protein	unspecified
MED134_08096	unspecified	putative esterase	unspecified
MED134_08101	unspecified	transcription regulator, LuxR/FixJ family	unspecified
MED134_08106	radA	DNA repair protein RadA/Sms	unspecified
MED134_08111	unspecified	aldo/keto reductase family protein	unspecified
MED134_16627	unspecified	RDD domain-containing protein	unspecified
MED134_08121	unspecified	OmpA family protein	02030 Bacterial chemotaxis [PATH:dok02030],02040 Flagellar assembly [PATH:dok02040]
MED134_08126	exoA	exodeoxyribonuclease III (Xth)	03410 Base excision repair [PATH:dok03410]
MED134_08131	unspecified	hypothetical protein	unspecified
MED134_08136	unspecified	hypothetical protein	unspecified
MED134_08141	unspecified	hypothetical protein	unspecified
MED134_08146	glyS	glycyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_08151	unspecified	hypothetical protein	unspecified
MED134_08156	unspecified	putative amidophosphoribosyl-transferase	unspecified
MED134_08161	unspecified	hypothetical protein	unspecified
MED134_08166	unspecified	carbon-nitrogen hydrolase	00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_08171	unspecified	putative nucleotidyltransferase DUF294	unspecified
MED134_08176	unspecified	exonuclease	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_08181	unspecified	haloacid dehalogenase-like hydrolase	unspecified
MED134_08186	unspecified	hypothetical protein	unspecified
MED134_08191	unspecified	hypothetical protein	unspecified
MED134_08196	unspecified	aminotransferase class I and II	unspecified
MED134_08201	unspecified	hypothetical protein	unspecified
MED134_08211	unspecified	peptidase family M20/M25/M40	unspecified
MED134_08216	katG	catalase/peroxidase HPI	00360 Phenylalanine metabolism [PATH:dok00360],00380 Tryptophan metabolism [PATH:dok00380]
MED134_08221	unspecified	MarC family integral membrane protein	unspecified
MED134_08226	unspecified	hypothetical protein	unspecified
MED134_08231	unspecified	hypothetical protein	unspecified
MED134_08236	unspecified	peptidase family S41	unspecified
MED134_08241	comEB	dCMP deaminase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_08246	unspecified	hypothetical protein	unspecified
MED134_08251	unspecified	hypothetical protein	unspecified
MED134_08256	unspecified	two-component system sensor histidine kinase/response regulator	unspecified
MED134_08261	unspecified	Ras family protein	unspecified
MED134_08266	unspecified	hypothetical protein	unspecified
MED134_08271	unspecified	hypothetical protein	unspecified
MED134_08276	fbp	fructose-1,6-bisphosphatase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00030 Pentose phosphate pathway [PATH:dok00030],00051 Fructose and mannose metabolism [PATH:dok00051],00680 Methane metabolism [PATH:dok00680]
MED134_08281	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_08286	unspecified	amino acid kinase family protein	00260 Glycine, serine and threonine metabolism [PATH:dok00260],00270 Cysteine and methionine metabolism [PATH:dok00270],00300 Lysine biosynthesis [PATH:dok00300],00261 Monobactam biosynthesis [PATH:dok00261]
MED134_08291	unspecified	acyltransferase family protein	unspecified
MED134_08301	unspecified	hypothetical protein	unspecified
MED134_08306	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_08311	unspecified	pyridoxal-dependent decarboxylase	00260 Glycine, serine and threonine metabolism [PATH:dok00260]
MED134_08316	unspecified	transcription regulator, ArsR family	unspecified
MED134_08321	unspecified	hypothetical protein	unspecified
MED134_08326	unspecified	hypothetical protein	unspecified
MED134_08331	unspecified	hypothetical protein	unspecified
MED134_08336	serA3	D-3-phosphoglycerate dehydrogenase	00680 Methane metabolism [PATH:dok00680],00260 Glycine, serine and threonine metabolism [PATH:dok00260],00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_08341	unspecified	hypothetical protein	unspecified
MED134_08346	unspecified	hypothetical protein	unspecified
MED134_08351	unspecified	AhpC/TSA family protein	unspecified
MED134_08356	unspecified	hypothetical protein	unspecified
MED134_08361	mgtE	magnesium ion transporter	unspecified
MED134_08366	ksgA	dimethyladenosine transferase	unspecified
MED134_08371	unspecified	hypothetical protein	unspecified
MED134_08376	unspecified	hypothetical protein	unspecified
MED134_08381	serS	seryl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_08386	unspecified	vitamin K-dependent gamma-glutamyl carboxylase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_08391	ribF	riboflavin biosynthesis protein RibF	00740 Riboflavin metabolism [PATH:dok00740]
MED134_08396	pth	peptidyl-tRNA hydrolase	unspecified
MED134_08401	rplY	50S ribosomal protein L25, Ctc-form	03010 Ribosome [PATH:dok03010]
MED134_08406	prsA	ribose-phosphate pyrophosphokinase	00030 Pentose phosphate pathway [PATH:dok00030],00230 Purine metabolism [PATH:dok00230]
MED134_08411	gspF	general secretion pathway protein F	unspecified
MED134_08416	unspecified	hypothetical protein	unspecified
MED134_08426	unspecified	hypothetical protein	unspecified
MED134_08431	unspecified	hypothetical protein	unspecified
MED134_08436	unspecified	hypothetical protein	unspecified
MED134_08441	unspecified	hypothetical protein	unspecified
MED134_16692	unspecified	putative membrane protein	unspecified
MED134_08451	unspecified	hypothetical protein	unspecified
MED134_08456	gspD	general secretion pathway protein D	unspecified
MED134_08461	gspE	general secretion pathway protein E	unspecified
MED134_08466	unspecified	hypothetical protein	unspecified
MED134_08471	gspG	general secretion pathway protein G	unspecified
MED134_08476	unspecified	IS1 transposase	unspecified
MED134_08481	unspecified	hypothetical protein	unspecified
MED134_08486	unspecified	hypothetical protein	unspecified
MED134_08491	unspecified	hypothetical protein	unspecified
MED134_08496	unspecified	hypothetical protein	unspecified
MED134_08501	unspecified	transcription regulator	unspecified
MED134_08506	unspecified	hypothetical protein	unspecified
MED134_08511	unspecified	relaxase/mobilization protein	unspecified
MED134_16706	unspecified	hypothetical protein	unspecified
MED134_08521	unspecified	hypothetical protein	unspecified
MED134_16708	unspecified	hypothetical protein	unspecified
MED134_16709	unspecified	helix-turn-helix domain protein	unspecified
MED134_08536	unspecified	hypothetical protein	unspecified
MED134_08541	unspecified	phage integrase family protein	unspecified
MED134_08546	unspecified	hypothetical protein	unspecified
MED134_08556	unspecified	hypothetical protein	unspecified
MED134_08561	unspecified	metallo-beta-lactamase superfamily protein	unspecified
MED134_08566	unspecified	ATP-dependent DNA ligase	unspecified
MED134_08571	unspecified	DEAD/DEAH box helicase	unspecified
MED134_08576	unspecified	deacetylase	unspecified
MED134_08581	unspecified	hypothetical protein	unspecified
MED134_08586	tex	transcriptional accessory protein	unspecified
MED134_08591	unspecified	hypothetical protein	unspecified
MED134_08596	metS	methionyl-tRNA synthetase	00450 Selenocompound metabolism [PATH:dok00450],00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_08601	unspecified	hypothetical protein	unspecified
MED134_08606	unspecified	hypothetical protein	unspecified
MED134_08611	unspecified	LD-carboxypeptidase	unspecified
MED134_08616	unspecified	hypothetical protein	unspecified
MED134_08621	unspecified	beta-lactamase family protein	unspecified
MED134_08626	unspecified	transcription regulator	unspecified
MED134_08631	unspecified	hypothetical protein	unspecified
MED134_08636	unspecified	hypothetical protein	unspecified
MED134_08641	unspecified	hypothetical protein	unspecified
MED134_08646	mfd	transcription-repair coupling factor	03420 Nucleotide excision repair [PATH:dok03420]
MED134_08651	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_08656	unspecified	hypothetical protein	unspecified
MED134_08661	unspecified	hypothetical protein	00920 Sulfur metabolism [PATH:dok00920]
MED134_08666	unspecified	pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component	00480 Glutathione metabolism [PATH:dok00480]
MED134_08671	unspecified	hypothetical protein	unspecified
MED134_08676	unspecified	calcineurin-like phosphoesterase	unspecified
MED134_08681	crtY	lycopene beta cyclase	00906 Carotenoid biosynthesis [PATH:dok00906]
MED134_08686	unspecified	2-haloalkanoic acid dehalogenase, type II	00625 Chloroalkane and chloroalkene degradation [PATH:dok00625],00361 Chlorocyclohexane and chlorobenzene degradation [PATH:dok00361]
MED134_08691	unspecified	DnaJ-like protein	unspecified
MED134_08701	unspecified	hypothetical protein	unspecified
MED134_08706	unspecified	HD superfamily phosphohydrolase	unspecified
MED134_08711	unspecified	prolyl oligopeptidase family protein	unspecified
MED134_08716	susC29	TonB dependent/ligand-gated channel	unspecified
MED134_08721	susC31	TonB dependent/ligand-gated channel	unspecified
MED134_08726	unspecified	putative dehydrogenase	unspecified
MED134_08736	unspecified	enoyl-CoA hydratase/isomerase family protein	00650 Butanoate metabolism [PATH:dok00650]
MED134_08741	unspecified	two-component system sensor histidine kinase	02020 Two-component system [PATH:dok02020]
MED134_08746	unspecified	hypothetical protein	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08751	unspecified	hypothetical protein	unspecified
MED134_08756	unspecified	hypothetical protein	unspecified
MED134_08761	unspecified	multidrug resistance protein	unspecified
MED134_08766	unspecified	hypothetical protein	unspecified
MED134_08771	hemH	ferrochelatase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08776	unspecified	transcription regulator, AraC family	unspecified
MED134_08781	hemA	glutamyl-tRNA reductase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08786	hemC	porphobilinogen deaminase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08791	hemD1	uroporphyrinogen-III synthase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08796	hemE	uroporphyrinogen decarboxylase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08801	unspecified	hypothetical protein	unspecified
MED134_08806	unspecified	potassium uptake protein, TrkH family	unspecified
MED134_08811	unspecified	hypothetical protein	unspecified
MED134_08816	hemF	coproporphyrinogen III oxidase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08821	unspecified	DEAD/DEAH box helicase	unspecified
MED134_08826	hemB	porphobilinogen synthase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_08831	unspecified	hypothetical protein	unspecified
MED134_08836	unspecified	transmembrane CBS domain transporter	unspecified
MED134_08841	unspecified	two-component system sensor histidine kinase/response regulator	unspecified
